STOMACH BOOK	https://i.scdn.co/image/ab6761610000e5eb8d348e0c0af5b63a1d189c98
Darkthrone	https://i.scdn.co/image/ab6761610000e5eb79320f5cf422d8a8e98836c4
Pissgrave	https://i.scdn.co/image/ab67616d0000b273c413b8576f53d972f17fecea
Sleep	https://i.scdn.co/image/ab6761610000e5ebb36931f79c04ab8418391515
Electric Wizard	https://i.scdn.co/image/bee61096977bc59279c1a3145f4e32df6a5d7b96
Mutiilation	https://i.scdn.co/image/ab67616d0000b273070b62ac36f613224d215c64
Immortal	https://i.scdn.co/image/ab6761610000e5eb29f18d03d620a8b5b8e80980
Xasthur	https://i.scdn.co/image/ab6761610000e5ebb75f22bef9a64ef59c2c91de
Pantera	https://i.scdn.co/image/ab6761610000e5ebe21999c0102c240bdf094d9b
